id	original_sentence	auxiliary_sentence	label
165	location - 2 to be precise and have lived in location - 1 for most of my 49 years	what do you think of the price of location - 1 ?	None
165	location - 2 to be precise and have lived in location - 1 for most of my 49 years	what do you think of the safety of location - 1 ?	None
165	location - 2 to be precise and have lived in location - 1 for most of my 49 years	what do you think of the transit location of location - 1 ?	None
166	location - 1 is in my opinion is alot nicer than location - 1	what do you think of the general of location - 1 ?	Positive
166	location - 1 is in my opinion is alot nicer than location - 1	what do you think of the price of location - 1 ?	None
166	location - 1 is in my opinion is alot nicer than location - 1	what do you think of the safety of location - 1 ?	None
166	location - 1 is in my opinion is alot nicer than location - 1	what do you think of the transit location of location - 1 ?	None
167	life ' s great in location - 1	what do you think of the general of location - 1 ?	None
167	life ' s great in location - 1	what do you think of the price of location - 1 ?	None
167	life ' s great in location - 1	what do you think of the safety of location - 1 ?	None
167	life ' s great in location - 1	what do you think of the transit location of location - 1 ?	None
168	the area to the east of upper street around the location - 2 location - 1	what do you think of the general of location - 1 ?	None
168	the area to the east of upper street around the location - 2 location - 1	what do you think of the price of location - 1 ?	None
168	the area to the east of upper street around the location - 2 location - 1	what do you think of the safety of location - 1 ?	None
168	the area to the east of upper street around the location - 2 location - 1	what do you think of the transit location of location - 1 ?	None
169	is it in location - 1 , london or london , london	what do you think of the general of location - 1 ?	None
169	is it in location - 1 , london or london , london	what do you think of the price of location - 1 ?	None
169	is it in location - 1 , london or london , london	what do you think of the safety of location - 1 ?	None
169	is it in location - 1 , london or london , london	what do you think of the transit location of location - 1 ?	None
170	i do n' t know location - 1 but i do know that it ' s in zone 5 so that will cost you more in fares	what do you think of the general of location - 1 ?	None
170	i do n' t know location - 1 but i do know that it ' s in zone 5 so that will cost you more in fares	what do you think of the price of location - 1 ?	Negative
170	i do n' t know location - 1 but i do know that it ' s in zone 5 so that will cost you more in fares	what do you think of the safety of location - 1 ?	None
170	i do n' t know location - 1 but i do know that it ' s in zone 5 so that will cost you more in fares	what do you think of the transit location of location - 1 ?	None
171	location - 1 area it is like cool	what do you think of the general of location - 1 ?	Positive
171	location - 1 area it is like cool	what do you think of the price of location - 1 ?	None
171	location - 1 area it is like cool	what do you think of the safety of location - 1 ?	None
171	location - 1 area it is like cool	what do you think of the transit location of location - 1 ?	None
172	it ' s similar to lb location - 2 on the opposite side to be honest location - 1 is n' t the safest place in the world but it does n' t get any nicer down south	what do you think of the general of location - 1 ?	None
172	it ' s similar to lb location - 2 on the opposite side to be honest location - 1 is n' t the safest place in the world but it does n' t get any nicer down south	what do you think of the price of location - 1 ?	None
172	it ' s similar to lb location - 2 on the opposite side to be honest location - 1 is n' t the safest place in the world but it does n' t get any nicer down south	what do you think of the safety of location - 1 ?	Negative
172	it ' s similar to lb location - 2 on the opposite side to be honest location - 1 is n' t the safest place in the world but it does n' t get any nicer down south	what do you think of the transit location of location - 1 ?	None
173	i live in australia in a suburb of newcastle called location - 1 which is my main reason for it	what do you think of the general of location - 1 ?	None
173	i live in australia in a suburb of newcastle called location - 1 which is my main reason for it	what do you think of the price of location - 1 ?	None
173	i live in australia in a suburb of newcastle called location - 1 which is my main reason for it	what do you think of the safety of location - 1 ?	None
173	i live in australia in a suburb of newcastle called location - 1 which is my main reason for it	what do you think of the transit location of location - 1 ?	None
174	( i ' m an location - 2 boy meself , and we had nothin '  like that down there ) , so yah , location - 1 all the way , cck	what do you think of the general of location - 1 ?	None
174	( i ' m an location - 2 boy meself , and we had nothin '  like that down there ) , so yah , location - 1 all the way , cck	what do you think of the price of location - 1 ?	None
174	( i ' m an location - 2 boy meself , and we had nothin '  like that down there ) , so yah , location - 1 all the way , cck	what do you think of the safety of location - 1 ?	None
174	( i ' m an location - 2 boy meself , and we had nothin '  like that down there ) , so yah , location - 1 all the way , cck	what do you think of the transit location of location - 1 ?	None
175	i was on a train once , going from location - 1 to location - 2 junction , it was packed and they were still trying to cram theirselves in	what do you think of the general of location - 1 ?	None
175	i was on a train once , going from location - 1 to location - 2 junction , it was packed and they were still trying to cram theirselves in	what do you think of the price of location - 1 ?	None
175	i was on a train once , going from location - 1 to location - 2 junction , it was packed and they were still trying to cram theirselves in	what do you think of the safety of location - 1 ?	None
175	i was on a train once , going from location - 1 to location - 2 junction , it was packed and they were still trying to cram theirselves in	what do you think of the transit location of location - 1 ?	None
176	plus at location - 1 you have the jubliee line that takes you to location - 2	what do you think of the general of location - 1 ?	None
176	plus at location - 1 you have the jubliee line that takes you to location - 2	what do you think of the price of location - 1 ?	None
176	plus at location - 1 you have the jubliee line that takes you to location - 2	what do you think of the safety of location - 1 ?	None
176	plus at location - 1 you have the jubliee line that takes you to location - 2	what do you think of the transit location of location - 1 ?	Positive
177	i would suggest location - 1	what do you think of the general of location - 1 ?	Positive
177	i would suggest location - 1	what do you think of the price of location - 1 ?	None
177	i would suggest location - 1	what do you think of the safety of location - 1 ?	None
177	i would suggest location - 1	what do you think of the transit location of location - 1 ?	None
178	well yes , if you can afford to live in location - 1 then it would be great but very very expensive	what do you think of the general of location - 1 ?	Positive
178	well yes , if you can afford to live in location - 1 then it would be great but very very expensive	what do you think of the price of location - 1 ?	Negative
178	well yes , if you can afford to live in location - 1 then it would be great but very very expensive	what do you think of the safety of location - 1 ?	None
178	well yes , if you can afford to live in location - 1 then it would be great but very very expensive	what do you think of the transit location of location - 1 ?	None
179	location - 1 is good for shopping	what do you think of the general of location - 1 ?	None
179	location - 1 is good for shopping	what do you think of the price of location - 1 ?	None
179	location - 1 is good for shopping	what do you think of the safety of location - 1 ?	None
179	location - 1 is good for shopping	what do you think of the transit location of location - 1 ?	None
180	you can find something in location - 1 to suit most budgets - i have some friends living in a skanky flat that is super cheap	what do you think of the general of location - 1 ?	None
180	you can find something in location - 1 to suit most budgets - i have some friends living in a skanky flat that is super cheap	what do you think of the price of location - 1 ?	Positive
180	you can find something in location - 1 to suit most budgets - i have some friends living in a skanky flat that is super cheap	what do you think of the safety of location - 1 ?	None
180	you can find something in location - 1 to suit most budgets - i have some friends living in a skanky flat that is super cheap	what do you think of the transit location of location - 1 ?	None
181	if you have time walk along the location - 2 under location - 1 bridge to see shakespeare ' s globe	what do you think of the general of location - 1 ?	None
181	if you have time walk along the location - 2 under location - 1 bridge to see shakespeare ' s globe	what do you think of the price of location - 1 ?	None
181	if you have time walk along the location - 2 under location - 1 bridge to see shakespeare ' s globe	what do you think of the safety of location - 1 ?	None
181	if you have time walk along the location - 2 under location - 1 bridge to see shakespeare ' s globe	what do you think of the transit location of location - 1 ?	None
182	my brother moved to location - 1 which is rapidly going the same way	what do you think of the general of location - 1 ?	None
182	my brother moved to location - 1 which is rapidly going the same way	what do you think of the price of location - 1 ?	None
182	my brother moved to location - 1 which is rapidly going the same way	what do you think of the safety of location - 1 ?	None
182	my brother moved to location - 1 which is rapidly going the same way	what do you think of the transit location of location - 1 ?	None
183	location - 1 has a good shopping centre and excellent transport links	what do you think of the general of location - 1 ?	None
183	location - 1 has a good shopping centre and excellent transport links	what do you think of the price of location - 1 ?	None
183	location - 1 has a good shopping centre and excellent transport links	what do you think of the safety of location - 1 ?	None
183	location - 1 has a good shopping centre and excellent transport links	what do you think of the transit location of location - 1 ?	Positive
184	location - 2 is on the picadilly so you could always go north towards location - 1 and arsenal	what do you think of the general of location - 1 ?	None
184	location - 2 is on the picadilly so you could always go north towards location - 1 and arsenal	what do you think of the price of location - 1 ?	None
184	location - 2 is on the picadilly so you could always go north towards location - 1 and arsenal	what do you think of the safety of location - 1 ?	None
184	location - 2 is on the picadilly so you could always go north towards location - 1 and arsenal	what do you think of the transit location of location - 1 ?	None
185	location - 1 has a pretty bad reputation but location - 1 east is quite nice compared to the rest of it : )	what do you think of the general of location - 1 ?	None
185	location - 1 has a pretty bad reputation but location - 1 east is quite nice compared to the rest of it : )	what do you think of the price of location - 1 ?	None
185	location - 1 has a pretty bad reputation but location - 1 east is quite nice compared to the rest of it : )	what do you think of the safety of location - 1 ?	None
185	location - 1 has a pretty bad reputation but location - 1 east is quite nice compared to the rest of it : )	what do you think of the transit location of location - 1 ?	None
186	location - 1 ( sw4 ) has a very good range of restaurants , 3 tube stations , good rail and bus links and lots of pubs	what do you think of the general of location - 1 ?	None
186	location - 1 ( sw4 ) has a very good range of restaurants , 3 tube stations , good rail and bus links and lots of pubs	what do you think of the price of location - 1 ?	None
186	location - 1 ( sw4 ) has a very good range of restaurants , 3 tube stations , good rail and bus links and lots of pubs	what do you think of the safety of location - 1 ?	None
186	location - 1 ( sw4 ) has a very good range of restaurants , 3 tube stations , good rail and bus links and lots of pubs	what do you think of the transit location of location - 1 ?	Positive
187	location - 1 is only the 10th safest london borough	what do you think of the general of location - 1 ?	None
187	location - 1 is only the 10th safest london borough	what do you think of the price of location - 1 ?	None
187	location - 1 is only the 10th safest london borough	what do you think of the safety of location - 1 ?	Negative
187	location - 1 is only the 10th safest london borough	what do you think of the transit location of location - 1 ?	None
188	you have to be mega-rich to live in location - 1	what do you think of the general of location - 1 ?	None
188	you have to be mega-rich to live in location - 1	what do you think of the price of location - 1 ?	Negative
188	you have to be mega-rich to live in location - 1	what do you think of the safety of location - 1 ?	None
188	you have to be mega-rich to live in location - 1	what do you think of the transit location of location - 1 ?	None
189	once you have arrived at location - 1 high street station , walk northbound along location - 1 high street	what do you think of the general of location - 1 ?	None
189	once you have arrived at location - 1 high street station , walk northbound along location - 1 high street	what do you think of the price of location - 1 ?	None
189	once you have arrived at location - 1 high street station , walk northbound along location - 1 high street	what do you think of the safety of location - 1 ?	None
189	once you have arrived at location - 1 high street station , walk northbound along location - 1 high street	what do you think of the transit location of location - 1 ?	None
190	everyone in location - 1 is now black or bangladeshi	what do you think of the general of location - 1 ?	None
190	everyone in location - 1 is now black or bangladeshi	what do you think of the price of location - 1 ?	None
190	everyone in location - 1 is now black or bangladeshi	what do you think of the safety of location - 1 ?	None
190	everyone in location - 1 is now black or bangladeshi	what do you think of the transit location of location - 1 ?	None
191	location - 1 can be a nice area - near the cemetery is good , but maybe too expensive for you	what do you think of the general of location - 1 ?	Positive
191	location - 1 can be a nice area - near the cemetery is good , but maybe too expensive for you	what do you think of the price of location - 1 ?	Negative
191	location - 1 can be a nice area - near the cemetery is good , but maybe too expensive for you	what do you think of the safety of location - 1 ?	None
191	location - 1 can be a nice area - near the cemetery is good , but maybe too expensive for you	what do you think of the transit location of location - 1 ?	None
192	you posted the same thing for dublin and liverpool it is a suburb of location - 1 , and really the built up area joins on with its neighbours	what do you think of the general of location - 1 ?	None
192	you posted the same thing for dublin and liverpool it is a suburb of location - 1 , and really the built up area joins on with its neighbours	what do you think of the price of location - 1 ?	None
192	you posted the same thing for dublin and liverpool it is a suburb of location - 1 , and really the built up area joins on with its neighbours	what do you think of the safety of location - 1 ?	None
192	you posted the same thing for dublin and liverpool it is a suburb of location - 1 , and really the built up area joins on with its neighbours	what do you think of the transit location of location - 1 ?	None
193	location - 1 has some good clubs too	what do you think of the general of location - 1 ?	None
193	location - 1 has some good clubs too	what do you think of the price of location - 1 ?	None
193	location - 1 has some good clubs too	what do you think of the safety of location - 1 ?	None
193	location - 1 has some good clubs too	what do you think of the transit location of location - 1 ?	None
194	location - 1 / location - 2	what do you think of the general of location - 1 ?	None
194	location - 1 / location - 2	what do you think of the price of location - 1 ?	None
194	location - 1 / location - 2	what do you think of the safety of location - 1 ?	None
194	location - 1 / location - 2	what do you think of the transit location of location - 1 ?	None
195	get over it i live in location - 1 e13 , and i know exactly how you feel	what do you think of the general of location - 1 ?	None
195	get over it i live in location - 1 e13 , and i know exactly how you feel	what do you think of the price of location - 1 ?	None
195	get over it i live in location - 1 e13 , and i know exactly how you feel	what do you think of the safety of location - 1 ?	None
195	get over it i live in location - 1 e13 , and i know exactly how you feel	what do you think of the transit location of location - 1 ?	None
196	one place to avoid - madame tussaud ' s waxworks , expensive to get in , horrible long queues , and really not worth bothering - there ' s much more interesting things to do i always sing the praises of the east - location - 1 is great	what do you think of the general of location - 1 ?	Positive
196	one place to avoid - madame tussaud ' s waxworks , expensive to get in , horrible long queues , and really not worth bothering - there ' s much more interesting things to do i always sing the praises of the east - location - 1 is great	what do you think of the price of location - 1 ?	None
196	one place to avoid - madame tussaud ' s waxworks , expensive to get in , horrible long queues , and really not worth bothering - there ' s much more interesting things to do i always sing the praises of the east - location - 1 is great	what do you think of the safety of location - 1 ?	None
196	one place to avoid - madame tussaud ' s waxworks , expensive to get in , horrible long queues , and really not worth bothering - there ' s much more interesting things to do i always sing the praises of the east - location - 1 is great	what do you think of the transit location of location - 1 ?	None
197	and of course location - 1 rd does n' t count	what do you think of the general of location - 1 ?	None
197	and of course location - 1 rd does n' t count	what do you think of the price of location - 1 ?	None
197	and of course location - 1 rd does n' t count	what do you think of the safety of location - 1 ?	None
197	and of course location - 1 rd does n' t count	what do you think of the transit location of location - 1 ?	None
198	wembley is only just up the road from location - 1 but is a peaceful hamlet in comparison of those , i ' d say location - 2 because theres a lot of crime in that area ( although recent police figures will say otherwise which is a load of rubbish )	what do you think of the general of location - 1 ?	None
198	wembley is only just up the road from location - 1 but is a peaceful hamlet in comparison of those , i ' d say location - 2 because theres a lot of crime in that area ( although recent police figures will say otherwise which is a load of rubbish )	what do you think of the price of location - 1 ?	None
198	wembley is only just up the road from location - 1 but is a peaceful hamlet in comparison of those , i ' d say location - 2 because theres a lot of crime in that area ( although recent police figures will say otherwise which is a load of rubbish )	what do you think of the safety of location - 1 ?	None
198	wembley is only just up the road from location - 1 but is a peaceful hamlet in comparison of those , i ' d say location - 2 because theres a lot of crime in that area ( although recent police figures will say otherwise which is a load of rubbish )	what do you think of the transit location of location - 1 ?	None
199	i ' m used to living in bad areas and to move to location - 1 was just amazing	what do you think of the general of location - 1 ?	None
199	i ' m used to living in bad areas and to move to location - 1 was just amazing	what do you think of the price of location - 1 ?	None
199	i ' m used to living in bad areas and to move to location - 1 was just amazing	what do you think of the safety of location - 1 ?	None
199	i ' m used to living in bad areas and to move to location - 1 was just amazing	what do you think of the transit location of location - 1 ?	None
200	there are n' t that many americans in location - 1 though , it ' s rather british	what do you think of the general of location - 1 ?	None
200	there are n' t that many americans in location - 1 though , it ' s rather british	what do you think of the price of location - 1 ?	None
200	there are n' t that many americans in location - 1 though , it ' s rather british	what do you think of the safety of location - 1 ?	None
200	there are n' t that many americans in location - 1 though , it ' s rather british	what do you think of the transit location of location - 1 ?	None
201	i live on the edge of location - 1 , so have great access to green spaces , outdoor swimming , local/independent shops and cafes , plus a generally nice , safe neighbourhood	what do you think of the general of location - 1 ?	Positive
201	i live on the edge of location - 1 , so have great access to green spaces , outdoor swimming , local/independent shops and cafes , plus a generally nice , safe neighbourhood	what do you think of the price of location - 1 ?	None
201	i live on the edge of location - 1 , so have great access to green spaces , outdoor swimming , local/independent shops and cafes , plus a generally nice , safe neighbourhood	what do you think of the safety of location - 1 ?	None
201	i live on the edge of location - 1 , so have great access to green spaces , outdoor swimming , local/independent shops and cafes , plus a generally nice , safe neighbourhood	what do you think of the transit location of location - 1 ?	None
202	but i found location - 1 to be too chaotic and loud	what do you think of the general of location - 1 ?	None
202	but i found location - 1 to be too chaotic and loud	what do you think of the price of location - 1 ?	None
202	but i found location - 1 to be too chaotic and loud	what do you think of the safety of location - 1 ?	None
202	but i found location - 1 to be too chaotic and loud	what do you think of the transit location of location - 1 ?	None
203	must dos : - visit my area location - 1	what do you think of the general of location - 1 ?	None
203	must dos : - visit my area location - 1	what do you think of the price of location - 1 ?	None
203	must dos : - visit my area location - 1	what do you think of the safety of location - 1 ?	None
203	must dos : - visit my area location - 1	what do you think of the transit location of location - 1 ?	None
204	actually location - 1 is quite expensive because of the cricket ground and its close proximity to vaxhaull	what do you think of the general of location - 1 ?	None
204	actually location - 1 is quite expensive because of the cricket ground and its close proximity to vaxhaull	what do you think of the price of location - 1 ?	Negative
204	actually location - 1 is quite expensive because of the cricket ground and its close proximity to vaxhaull	what do you think of the safety of location - 1 ?	None
204	actually location - 1 is quite expensive because of the cricket ground and its close proximity to vaxhaull	what do you think of the transit location of location - 1 ?	Positive
205	location - 1 ' s well served by public transport , there being five underground stations with `` ruislip ' '  in the name	what do you think of the general of location - 1 ?	None
205	location - 1 ' s well served by public transport , there being five underground stations with `` ruislip ' '  in the name	what do you think of the price of location - 1 ?	None
205	location - 1 ' s well served by public transport , there being five underground stations with `` ruislip ' '  in the name	what do you think of the safety of location - 1 ?	None
205	location - 1 ' s well served by public transport , there being five underground stations with `` ruislip ' '  in the name	what do you think of the transit location of location - 1 ?	Positive
206	you will love the location - 1	what do you think of the general of location - 1 ?	Positive
206	you will love the location - 1	what do you think of the price of location - 1 ?	None
206	you will love the location - 1	what do you think of the safety of location - 1 ?	None
206	you will love the location - 1	what do you think of the transit location of location - 1 ?	None
207	another nice little town close to location - 2 is location - 1	what do you think of the general of location - 1 ?	Positive
207	another nice little town close to location - 2 is location - 1	what do you think of the price of location - 1 ?	None
207	another nice little town close to location - 2 is location - 1	what do you think of the safety of location - 1 ?	None
207	another nice little town close to location - 2 is location - 1	what do you think of the transit location of location - 1 ?	None
208	off course location - 1 is most safest place of central london	what do you think of the general of location - 1 ?	None
208	off course location - 1 is most safest place of central london	what do you think of the price of location - 1 ?	None
208	off course location - 1 is most safest place of central london	what do you think of the safety of location - 1 ?	Positive
208	off course location - 1 is most safest place of central london	what do you think of the transit location of location - 1 ?	Positive
209	another option is location - 1 which is very central and has tons of clubs/bars within walking distance of each other	what do you think of the general of location - 1 ?	None
209	another option is location - 1 which is very central and has tons of clubs/bars within walking distance of each other	what do you think of the price of location - 1 ?	None
209	another option is location - 1 which is very central and has tons of clubs/bars within walking distance of each other	what do you think of the safety of location - 1 ?	None
209	another option is location - 1 which is very central and has tons of clubs/bars within walking distance of each other	what do you think of the transit location of location - 1 ?	Positive
210	fortismere is a good school in the location - 1 area , wood house a good sixth form college	what do you think of the general of location - 1 ?	None
210	fortismere is a good school in the location - 1 area , wood house a good sixth form college	what do you think of the price of location - 1 ?	None
210	fortismere is a good school in the location - 1 area , wood house a good sixth form college	what do you think of the safety of location - 1 ?	None
210	fortismere is a good school in the location - 1 area , wood house a good sixth form college	what do you think of the transit location of location - 1 ?	None
211	at least in location - 1 etc there is alot of violence	what do you think of the general of location - 1 ?	None
211	at least in location - 1 etc there is alot of violence	what do you think of the price of location - 1 ?	None
211	at least in location - 1 etc there is alot of violence	what do you think of the safety of location - 1 ?	Negative
211	at least in location - 1 etc there is alot of violence	what do you think of the transit location of location - 1 ?	None
212	location - 1 shops , tube station , nice houses , near north circular and m11 generally good area	what do you think of the general of location - 1 ?	Positive
212	location - 1 shops , tube station , nice houses , near north circular and m11 generally good area	what do you think of the price of location - 1 ?	None
212	location - 1 shops , tube station , nice houses , near north circular and m11 generally good area	what do you think of the safety of location - 1 ?	None
212	location - 1 shops , tube station , nice houses , near north circular and m11 generally good area	what do you think of the transit location of location - 1 ?	Positive
213	i ' m sorry my dear but if you want more affordable than the areas you have mentioned , you are looking at areas like location - 1	what do you think of the general of location - 1 ?	None
213	i ' m sorry my dear but if you want more affordable than the areas you have mentioned , you are looking at areas like location - 1	what do you think of the price of location - 1 ?	Negative
213	i ' m sorry my dear but if you want more affordable than the areas you have mentioned , you are looking at areas like location - 1	what do you think of the safety of location - 1 ?	None
213	i ' m sorry my dear but if you want more affordable than the areas you have mentioned , you are looking at areas like location - 1	what do you think of the transit location of location - 1 ?	None
214	id love to live in the location - 1 area , it looks so nice and clean and transport is great in there	what do you think of the general of location - 1 ?	Positive
214	id love to live in the location - 1 area , it looks so nice and clean and transport is great in there	what do you think of the price of location - 1 ?	None
214	id love to live in the location - 1 area , it looks so nice and clean and transport is great in there	what do you think of the safety of location - 1 ?	None
214	id love to live in the location - 1 area , it looks so nice and clean and transport is great in there	what do you think of the transit location of location - 1 ?	Positive
215	goths , punk , rocks , pubs , countless music venues , and loads of food 188 location - 1	what do you think of the general of location - 1 ?	None
215	goths , punk , rocks , pubs , countless music venues , and loads of food 188 location - 1	what do you think of the price of location - 1 ?	None
215	goths , punk , rocks , pubs , countless music venues , and loads of food 188 location - 1	what do you think of the safety of location - 1 ?	None
215	goths , punk , rocks , pubs , countless music venues , and loads of food 188 location - 1	what do you think of the transit location of location - 1 ?	None
216	good luck and god bless location - 1 has more restaurants and cafes and has more of an `` urban town ' '  feel but the three are very close-	what do you think of the general of location - 1 ?	None
216	good luck and god bless location - 1 has more restaurants and cafes and has more of an `` urban town ' '  feel but the three are very close-	what do you think of the price of location - 1 ?	None
216	good luck and god bless location - 1 has more restaurants and cafes and has more of an `` urban town ' '  feel but the three are very close-	what do you think of the safety of location - 1 ?	None
216	good luck and god bless location - 1 has more restaurants and cafes and has more of an `` urban town ' '  feel but the three are very close-	what do you think of the transit location of location - 1 ?	None
217	location - 1 in surrey ticks all your boxes , i just hope you have deep pockets as it ' s also one of the most expensive areas of the uk	what do you think of the general of location - 1 ?	None
217	location - 1 in surrey ticks all your boxes , i just hope you have deep pockets as it ' s also one of the most expensive areas of the uk	what do you think of the price of location - 1 ?	Negative
217	location - 1 in surrey ticks all your boxes , i just hope you have deep pockets as it ' s also one of the most expensive areas of the uk	what do you think of the safety of location - 1 ?	None
217	location - 1 in surrey ticks all your boxes , i just hope you have deep pockets as it ' s also one of the most expensive areas of the uk	what do you think of the transit location of location - 1 ?	None
218	i also agree with humpty with location - 1 being the safest but most expensive	what do you think of the general of location - 1 ?	None
218	i also agree with humpty with location - 1 being the safest but most expensive	what do you think of the price of location - 1 ?	Negative
218	i also agree with humpty with location - 1 being the safest but most expensive	what do you think of the safety of location - 1 ?	Positive
218	i also agree with humpty with location - 1 being the safest but most expensive	what do you think of the transit location of location - 1 ?	None
219	i do n' t know about clanricarde gardens , but location - 1 is pretty safe , and it ' s easy to get to place via the tube	what do you think of the general of location - 1 ?	None
219	i do n' t know about clanricarde gardens , but location - 1 is pretty safe , and it ' s easy to get to place via the tube	what do you think of the price of location - 1 ?	None
219	i do n' t know about clanricarde gardens , but location - 1 is pretty safe , and it ' s easy to get to place via the tube	what do you think of the safety of location - 1 ?	Positive
219	i do n' t know about clanricarde gardens , but location - 1 is pretty safe , and it ' s easy to get to place via the tube	what do you think of the transit location of location - 1 ?	Positive
220	i live in greater london ( originally from kent ) and will have to commute to london location - 1 for work soon	what do you think of the general of location - 1 ?	None
220	i live in greater london ( originally from kent ) and will have to commute to london location - 1 for work soon	what do you think of the price of location - 1 ?	None
220	i live in greater london ( originally from kent ) and will have to commute to london location - 1 for work soon	what do you think of the safety of location - 1 ?	None
220	i live in greater london ( originally from kent ) and will have to commute to london location - 1 for work soon	what do you think of the transit location of location - 1 ?	None
221	location - 1 is nice during the day with nice flowers	what do you think of the general of location - 1 ?	Positive
221	location - 1 is nice during the day with nice flowers	what do you think of the price of location - 1 ?	None
221	location - 1 is nice during the day with nice flowers	what do you think of the safety of location - 1 ?	None
221	location - 1 is nice during the day with nice flowers	what do you think of the transit location of location - 1 ?	None
222	i do like location - 1 , but it is definitely less safe than kirby street	what do you think of the general of location - 1 ?	None
222	i do like location - 1 , but it is definitely less safe than kirby street	what do you think of the price of location - 1 ?	None
222	i do like location - 1 , but it is definitely less safe than kirby street	what do you think of the safety of location - 1 ?	None
222	i do like location - 1 , but it is definitely less safe than kirby street	what do you think of the transit location of location - 1 ?	None
223	again , more towards the outer edges/boarders of location - 1	what do you think of the general of location - 1 ?	None
223	again , more towards the outer edges/boarders of location - 1	what do you think of the price of location - 1 ?	None
223	again , more towards the outer edges/boarders of location - 1	what do you think of the safety of location - 1 ?	None
223	again , more towards the outer edges/boarders of location - 1	what do you think of the transit location of location - 1 ?	None
224	location - 1 is nice but youd need to look around for a decent priced place to live tickets : thursday 14th august @ seone rough hill the uks largest student events company are throwing the biggest a-level results party in history	what do you think of the general of location - 1 ?	Positive
224	location - 1 is nice but youd need to look around for a decent priced place to live tickets : thursday 14th august @ seone rough hill the uks largest student events company are throwing the biggest a-level results party in history	what do you think of the price of location - 1 ?	Negative
224	location - 1 is nice but youd need to look around for a decent priced place to live tickets : thursday 14th august @ seone rough hill the uks largest student events company are throwing the biggest a-level results party in history	what do you think of the safety of location - 1 ?	None
224	location - 1 is nice but youd need to look around for a decent priced place to live tickets : thursday 14th august @ seone rough hill the uks largest student events company are throwing the biggest a-level results party in history	what do you think of the transit location of location - 1 ?	None
225	see listings at after the trains stop running you can catch the n87 night bus from trafalgar square ( location - 2 ) in central london to location - 1	what do you think of the general of location - 1 ?	None
225	see listings at after the trains stop running you can catch the n87 night bus from trafalgar square ( location - 2 ) in central london to location - 1	what do you think of the price of location - 1 ?	None
225	see listings at after the trains stop running you can catch the n87 night bus from trafalgar square ( location - 2 ) in central london to location - 1	what do you think of the safety of location - 1 ?	None
225	see listings at after the trains stop running you can catch the n87 night bus from trafalgar square ( location - 2 ) in central london to location - 1	what do you think of the transit location of location - 1 ?	None
226	seven dials in location - 1 is a maze of little streets , vintage shops , hip cafes and theatres	what do you think of the general of location - 1 ?	None
226	seven dials in location - 1 is a maze of little streets , vintage shops , hip cafes and theatres	what do you think of the price of location - 1 ?	None
226	seven dials in location - 1 is a maze of little streets , vintage shops , hip cafes and theatres	what do you think of the safety of location - 1 ?	None
226	seven dials in location - 1 is a maze of little streets , vintage shops , hip cafes and theatres	what do you think of the transit location of location - 1 ?	None
227	dives : medway , margate , location - 1 your best bet is a short term let	what do you think of the general of location - 1 ?	None
227	dives : medway , margate , location - 1 your best bet is a short term let	what do you think of the price of location - 1 ?	None
227	dives : medway , margate , location - 1 your best bet is a short term let	what do you think of the safety of location - 1 ?	None
227	dives : medway , margate , location - 1 your best bet is a short term let	what do you think of the transit location of location - 1 ?	None
228	location - 1 is only 40 minutes on the train to location - 1	what do you think of the general of location - 1 ?	None
228	location - 1 is only 40 minutes on the train to location - 1	what do you think of the price of location - 1 ?	None
228	location - 1 is only 40 minutes on the train to location - 1	what do you think of the safety of location - 1 ?	None
228	location - 1 is only 40 minutes on the train to location - 1	what do you think of the transit location of location - 1 ?	Positive
229	the location - 1 has had this tradition for over 25 years	what do you think of the general of location - 1 ?	None
229	the location - 1 has had this tradition for over 25 years	what do you think of the price of location - 1 ?	None
229	the location - 1 has had this tradition for over 25 years	what do you think of the safety of location - 1 ?	None
229	the location - 1 has had this tradition for over 25 years	what do you think of the transit location of location - 1 ?	None
230	location - 1 is in west london	what do you think of the general of location - 1 ?	None
230	location - 1 is in west london	what do you think of the price of location - 1 ?	None
230	location - 1 is in west london	what do you think of the safety of location - 1 ?	None
230	location - 1 is in west london	what do you think of the transit location of location - 1 ?	None
231	i have personally had no major problems while in location - 1	what do you think of the general of location - 1 ?	None
231	i have personally had no major problems while in location - 1	what do you think of the price of location - 1 ?	None
231	i have personally had no major problems while in location - 1	what do you think of the safety of location - 1 ?	Positive
231	i have personally had no major problems while in location - 1	what do you think of the transit location of location - 1 ?	None
232	location - 1 ( location-north west ) - cheap location - 2 rd ( location-north west ) - fairly central suburb , with the o2 shopping centre	what do you think of the general of location - 1 ?	None
232	location - 1 ( location-north west ) - cheap location - 2 rd ( location-north west ) - fairly central suburb , with the o2 shopping centre	what do you think of the price of location - 1 ?	None
232	location - 1 ( location-north west ) - cheap location - 2 rd ( location-north west ) - fairly central suburb , with the o2 shopping centre	what do you think of the safety of location - 1 ?	None
232	location - 1 ( location-north west ) - cheap location - 2 rd ( location-north west ) - fairly central suburb , with the o2 shopping centre	what do you think of the transit location of location - 1 ?	None
233	) at that time , location - 1 and richmond became london boroughs	what do you think of the general of location - 1 ?	None
233	) at that time , location - 1 and richmond became london boroughs	what do you think of the price of location - 1 ?	None
233	) at that time , location - 1 and richmond became london boroughs	what do you think of the safety of location - 1 ?	None
