id	original_sentence	auxiliary_sentence	label_id	label
620	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.	what do you think of the service of it ?	4	none
3541	They didn't give us the dinner special until we asked for it.	what do you think of the price of it ?	4	none
3541	They didn't give us the dinner special until we asked for it.	what do you think of the anecdotes of it ?	4	none
3541	They didn't give us the dinner special until we asked for it.	what do you think of the food of it ?	4	none
3541	They didn't give us the dinner special until we asked for it.	what do you think of the ambience of it ?	4	none
3541	They didn't give us the dinner special until we asked for it.	what do you think of the service of it ?	2	negative
865	You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	what do you think of the price of it ?	4	none
865	You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	what do you think of the anecdotes of it ?	4	none
865	You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	what do you think of the food of it ?	0	positive
865	You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	what do you think of the ambience of it ?	4	none
865	You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	what do you think of the service of it ?	4	none
375	word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	what do you think of the price of it ?	4	none
375	word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	what do you think of the anecdotes of it ?	4	none
375	word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	what do you think of the food of it ?	0	positive
375	word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	what do you think of the ambience of it ?	4	none
375	word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	what do you think of the service of it ?	4	none
2126	Very good service and very good prices.	what do you think of the price of it ?	0	positive
2126	Very good service and very good prices.	what do you think of the anecdotes of it ?	4	none
2126	Very good service and very good prices.	what do you think of the food of it ?	4	none
2126	Very good service and very good prices.	what do you think of the ambience of it ?	4	none
2126	Very good service and very good prices.	what do you think of the service of it ?	0	positive
2078	I recently went to this restaurant with some co-workers for lunch and had an amazing time.	what do you think of the price of it ?	4	none
2078	I recently went to this restaurant with some co-workers for lunch and had an amazing time.	what do you think of the anecdotes of it ?	0	positive
2078	I recently went to this restaurant with some co-workers for lunch and had an amazing time.	what do you think of the food of it ?	4	none
2078	I recently went to this restaurant with some co-workers for lunch and had an amazing time.	what do you think of the ambience of it ?	4	none
2078	I recently went to this restaurant with some co-workers for lunch and had an amazing time.	what do you think of the service of it ?	4	none
846	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	what do you think of the price of it ?	4	none
846	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	what do you think of the anecdotes of it ?	4	none
846	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	what do you think of the food of it ?	4	none
846	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	what do you think of the ambience of it ?	4	none
846	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	what do you think of the service of it ?	0	positive
2158	Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.	what do you think of the price of it ?	4	none
2158	Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.	what do you think of the anecdotes of it ?	4	none
2158	Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.	what do you think of the food of it ?	0	positive
2158	Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.	what do you think of the ambience of it ?	4	none
2158	Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.	what do you think of the service of it ?	4	none
1578	Our food was great too!	what do you think of the price of it ?	4	none
1578	Our food was great too!	what do you think of the anecdotes of it ?	4	none
1578	Our food was great too!	what do you think of the food of it ?	0	positive
1578	Our food was great too!	what do you think of the ambience of it ?	4	none
1578	Our food was great too!	what do you think of the service of it ?	4	none
1282	Open late (well as late as I ever got there and I'm a night person)	what do you think of the price of it ?	4	none
1282	Open late (well as late as I ever got there and I'm a night person)	what do you think of the anecdotes of it ?	0	positive
1282	Open late (well as late as I ever got there and I'm a night person)	what do you think of the food of it ?	4	none
1282	Open late (well as late as I ever got there and I'm a night person)	what do you think of the ambience of it ?	4	none
1282	Open late (well as late as I ever got there and I'm a night person)	what do you think of the service of it ?	4	none
1319	The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.	what do you think of the price of it ?	4	none
1319	The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.	what do you think of the anecdotes of it ?	4	none
1319	The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.	what do you think of the food of it ?	4	none
1319	The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.	what do you think of the ambience of it ?	4	none
1319	The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.	what do you think of the service of it ?	2	negative
1175	Get your food to go, find a bench, and kick back with a plate of dumplings.	what do you think of the price of it ?	4	none
1175	Get your food to go, find a bench, and kick back with a plate of dumplings.	what do you think of the anecdotes of it ?	0	positive
1175	Get your food to go, find a bench, and kick back with a plate of dumplings.	what do you think of the food of it ?	4	none
1175	Get your food to go, find a bench, and kick back with a plate of dumplings.	what do you think of the ambience of it ?	4	none
1175	Get your food to go, find a bench, and kick back with a plate of dumplings.	what do you think of the service of it ?	4	none
1115	Please try the Filet Mignon, its just the most tender piece ever.	what do you think of the price of it ?	4	none
1115	Please try the Filet Mignon, its just the most tender piece ever.	what do you think of the anecdotes of it ?	4	none
1115	Please try the Filet Mignon, its just the most tender piece ever.	what do you think of the food of it ?	0	positive
1115	Please try the Filet Mignon, its just the most tender piece ever.	what do you think of the ambience of it ?	4	none
1115	Please try the Filet Mignon, its just the most tender piece ever.	what do you think of the service of it ?	4	none
3396	Everything we had was pretty good, but we have only been there once.	what do you think of the price of it ?	4	none
3396	Everything we had was pretty good, but we have only been there once.	what do you think of the anecdotes of it ?	4	none
3396	Everything we had was pretty good, but we have only been there once.	what do you think of the food of it ?	0	positive
3396	Everything we had was pretty good, but we have only been there once.	what do you think of the ambience of it ?	4	none
3396	Everything we had was pretty good, but we have only been there once.	what do you think of the service of it ?	4	none
34	We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.	what do you think of the price of it ?	4	none
34	We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.	what do you think of the anecdotes of it ?	2	negative
34	We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.	what do you think of the food of it ?	4	none
34	We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.	what do you think of the ambience of it ?	4	none
34	We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.	what do you think of the service of it ?	4	none
798	Something about them being busy with holiday party's.	what do you think of the price of it ?	4	none
798	Something about them being busy with holiday party's.	what do you think of the anecdotes of it ?	2	negative
798	Something about them being busy with holiday party's.	what do you think of the food of it ?	4	none
798	Something about them being busy with holiday party's.	what do you think of the ambience of it ?	4	none
798	Something about them being busy with holiday party's.	what do you think of the service of it ?	4	none
395	The sake menu should not be overlooked!	what do you think of the price of it ?	4	none
395	The sake menu should not be overlooked!	what do you think of the anecdotes of it ?	4	none
395	The sake menu should not be overlooked!	what do you think of the food of it ?	0	positive
395	The sake menu should not be overlooked!	what do you think of the ambience of it ?	4	none
395	The sake menu should not be overlooked!	what do you think of the service of it ?	4	none
1838	I would highly recommend.	what do you think of the price of it ?	4	none
1838	I would highly recommend.	what do you think of the anecdotes of it ?	0	positive
1838	I would highly recommend.	what do you think of the food of it ?	4	none
1838	I would highly recommend.	what do you think of the ambience of it ?	4	none
1838	I would highly recommend.	what do you think of the service of it ?	4	none
176	This place is great.	what do you think of the price of it ?	4	none
176	This place is great.	what do you think of the anecdotes of it ?	0	positive
176	This place is great.	what do you think of the food of it ?	4	none
176	This place is great.	what do you think of the ambience of it ?	4	none
176	This place is great.	what do you think of the service of it ?	4	none
3102	the drinks are amazing and half off till 8pm.	what do you think of the price of it ?	0	positive
3102	the drinks are amazing and half off till 8pm.	what do you think of the anecdotes of it ?	4	none
3102	the drinks are amazing and half off till 8pm.	what do you think of the food of it ?	0	positive
3102	the drinks are amazing and half off till 8pm.	what do you think of the ambience of it ?	4	none
3102	the drinks are amazing and half off till 8pm.	what do you think of the service of it ?	4	none
984	i've been back to nha trang literally a hundred times for the beef cubes - they're that good.	what do you think of the price of it ?	4	none
984	i've been back to nha trang literally a hundred times for the beef cubes - they're that good.	what do you think of the anecdotes of it ?	4	none
984	i've been back to nha trang literally a hundred times for the beef cubes - they're that good.	what do you think of the food of it ?	0	positive
984	i've been back to nha trang literally a hundred times for the beef cubes - they're that good.	what do you think of the ambience of it ?	4	none
984	i've been back to nha trang literally a hundred times for the beef cubes - they're that good.	what do you think of the service of it ?	4	none
2138	With so many poor experiences to be had in the theater district, is truly an excellent find!	what do you think of the price of it ?	4	none
2138	With so many poor experiences to be had in the theater district, is truly an excellent find!	what do you think of the anecdotes of it ?	0	positive
2138	With so many poor experiences to be had in the theater district, is truly an excellent find!	what do you think of the food of it ?	4	none
2138	With so many poor experiences to be had in the theater district, is truly an excellent find!	what do you think of the ambience of it ?	4	none
2138	With so many poor experiences to be had in the theater district, is truly an excellent find!	what do you think of the service of it ?	4	none
1472	This has got to be one of the most overrated restaurants in Brooklyn.	what do you think of the price of it ?	4	none
1472	This has got to be one of the most overrated restaurants in Brooklyn.	what do you think of the anecdotes of it ?	2	negative
1472	This has got to be one of the most overrated restaurants in Brooklyn.	what do you think of the food of it ?	4	none
1472	This has got to be one of the most overrated restaurants in Brooklyn.	what do you think of the ambience of it ?	4	none
1472	This has got to be one of the most overrated restaurants in Brooklyn.	what do you think of the service of it ?	4	none
1969	The service, wine selection, ambiance are all outstanding and deserve recognition.	what do you think of the price of it ?	4	none
1969	The service, wine selection, ambiance are all outstanding and deserve recognition.	what do you think of the anecdotes of it ?	4	none
1969	The service, wine selection, ambiance are all outstanding and deserve recognition.	what do you think of the food of it ?	0	positive
1969	The service, wine selection, ambiance are all outstanding and deserve recognition.	what do you think of the ambience of it ?	0	positive
1969	The service, wine selection, ambiance are all outstanding and deserve recognition.	what do you think of the service of it ?	0	positive
1674	Went there last night for 2 year anniversery, and wasn't all that impressed.	what do you think of the price of it ?	4	none
1674	Went there last night for 2 year anniversery, and wasn't all that impressed.	what do you think of the anecdotes of it ?	2	negative
1674	Went there last night for 2 year anniversery, and wasn't all that impressed.	what do you think of the food of it ?	4	none
1674	Went there last night for 2 year anniversery, and wasn't all that impressed.	what do you think of the ambience of it ?	4	none
1674	Went there last night for 2 year anniversery, and wasn't all that impressed.	what do you think of the service of it ?	4	none
1330	It was rather pathetic that it took them over an hour to seat us.	what do you think of the price of it ?	4	none
1330	It was rather pathetic that it took them over an hour to seat us.	what do you think of the anecdotes of it ?	4	none
1330	It was rather pathetic that it took them over an hour to seat us.	what do you think of the food of it ?	4	none
1330	It was rather pathetic that it took them over an hour to seat us.	what do you think of the ambience of it ?	4	none
1330	It was rather pathetic that it took them over an hour to seat us.	what do you think of the service of it ?	2	negative
763	We were seated promptly as we had reservations, however after that the service was slow.	what do you think of the price of it ?	4	none
763	We were seated promptly as we had reservations, however after that the service was slow.	what do you think of the anecdotes of it ?	4	none
763	We were seated promptly as we had reservations, however after that the service was slow.	what do you think of the food of it ?	4	none
763	We were seated promptly as we had reservations, however after that the service was slow.	what do you think of the ambience of it ?	4	none
763	We were seated promptly as we had reservations, however after that the service was slow.	what do you think of the service of it ?	3	conflict
332	At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC.	what do you think of the price of it ?	4	none
332	At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC.	what do you think of the anecdotes of it ?	1	neutral
332	At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC.	what do you think of the food of it ?	4	none
332	At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC.	what do you think of the ambience of it ?	4	none
332	At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC.	what do you think of the service of it ?	4	none
754	It's really also the service, is good and the waiters are friendly.	what do you think of the price of it ?	4	none
754	It's really also the service, is good and the waiters are friendly.	what do you think of the anecdotes of it ?	4	none
754	It's really also the service, is good and the waiters are friendly.	what do you think of the food of it ?	4	none
754	It's really also the service, is good and the waiters are friendly.	what do you think of the ambience of it ?	4	none
754	It's really also the service, is good and the waiters are friendly.	what do you think of the service of it ?	0	positive
2248	Suan was a recommendation that I am glad we heeded.	what do you think of the price of it ?	4	none
2248	Suan was a recommendation that I am glad we heeded.	what do you think of the anecdotes of it ?	0	positive
2248	Suan was a recommendation that I am glad we heeded.	what do you think of the food of it ?	4	none
2248	Suan was a recommendation that I am glad we heeded.	what do you think of the ambience of it ?	4	none
2248	Suan was a recommendation that I am glad we heeded.	what do you think of the service of it ?	4	none
691	The food was pretty good, but a little flavorless and the portions very small, including dessert.	what do you think of the price of it ?	4	none
691	The food was pretty good, but a little flavorless and the portions very small, including dessert.	what do you think of the anecdotes of it ?	4	none
691	The food was pretty good, but a little flavorless and the portions very small, including dessert.	what do you think of the food of it ?	3	conflict
691	The food was pretty good, but a little flavorless and the portions very small, including dessert.	what do you think of the ambience of it ?	4	none
691	The food was pretty good, but a little flavorless and the portions very small, including dessert.	what do you think of the service of it ?	4	none
3363	We visit at least once a month.	what do you think of the price of it ?	4	none
3363	We visit at least once a month.	what do you think of the anecdotes of it ?	1	neutral
3363	We visit at least once a month.	what do you think of the food of it ?	4	none
3363	We visit at least once a month.	what do you think of the ambience of it ?	4	none
3363	We visit at least once a month.	what do you think of the service of it ?	4	none
999	It is set far from the small street it's on, and there is no traffic noise.	what do you think of the price of it ?	4	none
999	It is set far from the small street it's on, and there is no traffic noise.	what do you think of the anecdotes of it ?	4	none
999	It is set far from the small street it's on, and there is no traffic noise.	what do you think of the food of it ?	4	none
999	It is set far from the small street it's on, and there is no traffic noise.	what do you think of the ambience of it ?	0	positive
999	It is set far from the small street it's on, and there is no traffic noise.	what do you think of the service of it ?	4	none
2503	Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.	what do you think of the price of it ?	4	none
2503	Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.	what do you think of the anecdotes of it ?	4	none
2503	Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.	what do you think of the food of it ?	4	none
2503	Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.	what do you think of the ambience of it ?	1	neutral
2503	Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.	what do you think of the service of it ?	4	none
1310	I'll keep this short.	what do you think of the price of it ?	4	none
1310	I'll keep this short.	what do you think of the anecdotes of it ?	1	neutral
1310	I'll keep this short.	what do you think of the food of it ?	4	none
1310	I'll keep this short.	what do you think of the ambience of it ?	4	none
1310	I'll keep this short.	what do you think of the service of it ?	4	none
940	I felt as though I were eating in Paris.	what do you think of the price of it ?	4	none
940	I felt as though I were eating in Paris.	what do you think of the anecdotes of it ?	4	none
940	I felt as though I were eating in Paris.	what do you think of the food of it ?	4	none
940	I felt as though I were eating in Paris.	what do you think of the ambience of it ?	0	positive
940	I felt as though I were eating in Paris.	what do you think of the service of it ?	4	none
247	Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.	what do you think of the price of it ?	4	none
247	Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.	what do you think of the anecdotes of it ?	1	neutral
247	Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.	what do you think of the food of it ?	0	positive
247	Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.	what do you think of the ambience of it ?	4	none
247	Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.	what do you think of the service of it ?	4	none
2823	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	what do you think of the price of it ?	4	none
2823	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	what do you think of the anecdotes of it ?	4	none
2823	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	what do you think of the food of it ?	0	positive
2823	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	what do you think of the ambience of it ?	0	positive
2823	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	what do you think of the service of it ?	0	positive
3628	However, it's not worth a special trip.	what do you think of the price of it ?	4	none
3628	However, it's not worth a special trip.	what do you think of the anecdotes of it ?	2	negative
3628	However, it's not worth a special trip.	what do you think of the food of it ?	4	none
3628	However, it's not worth a special trip.	what do you think of the ambience of it ?	4	none
3628	However, it's not worth a special trip.	what do you think of the service of it ?	4	none
349	Nice value.	what do you think of the price of it ?	0	positive
349	Nice value.	what do you think of the anecdotes of it ?	4	none
349	Nice value.	what do you think of the food of it ?	4	none
349	Nice value.	what do you think of the ambience of it ?	4	none
349	Nice value.	what do you think of the service of it ?	4	none
987	Gigino's in Wagner Park is so enjoyable.	what do you think of the price of it ?	4	none
987	Gigino's in Wagner Park is so enjoyable.	what do you think of the anecdotes of it ?	0	positive
987	Gigino's in Wagner Park is so enjoyable.	what do you think of the food of it ?	4	none
987	Gigino's in Wagner Park is so enjoyable.	what do you think of the ambience of it ?	4	none
987	Gigino's in Wagner Park is so enjoyable.	what do you think of the service of it ?	4	none
1611	And it was quick which is very important.	what do you think of the price of it ?	4	none
1611	And it was quick which is very important.	what do you think of the anecdotes of it ?	4	none
1611	And it was quick which is very important.	what do you think of the food of it ?	4	none
1611	And it was quick which is very important.	what do you think of the ambience of it ?	4	none
1611	And it was quick which is very important.	what do you think of the service of it ?	0	positive
2649	This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.	what do you think of the price of it ?	4	none
2649	This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.	what do you think of the anecdotes of it ?	0	positive
2649	This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.	what do you think of the food of it ?	4	none
2649	This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.	what do you think of the ambience of it ?	4	none
2649	This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.	what do you think of the service of it ?	4	none
2396	All the NYU students love this place so it makes for a fun young atmosphere.	what do you think of the price of it ?	4	none
2396	All the NYU students love this place so it makes for a fun young atmosphere.	what do you think of the anecdotes of it ?	4	none
2396	All the NYU students love this place so it makes for a fun young atmosphere.	what do you think of the food of it ?	4	none
2396	All the NYU students love this place so it makes for a fun young atmosphere.	what do you think of the ambience of it ?	0	positive
2396	All the NYU students love this place so it makes for a fun young atmosphere.	what do you think of the service of it ?	4	none
139	The food here does a great service to the name (Cantonese that is...).	what do you think of the price of it ?	4	none
139	The food here does a great service to the name (Cantonese that is...).	what do you think of the anecdotes of it ?	4	none
139	The food here does a great service to the name (Cantonese that is...).	what do you think of the food of it ?	0	positive
139	The food here does a great service to the name (Cantonese that is...).	what do you think of the ambience of it ?	4	none
139	The food here does a great service to the name (Cantonese that is...).	what do you think of the service of it ?	4	none
841	But, nothing stands out about the cooking.	what do you think of the price of it ?	4	none
841	But, nothing stands out about the cooking.	what do you think of the anecdotes of it ?	4	none
841	But, nothing stands out about the cooking.	what do you think of the food of it ?	1	neutral
841	But, nothing stands out about the cooking.	what do you think of the ambience of it ?	4	none
841	But, nothing stands out about the cooking.	what do you think of the service of it ?	4	none
3477	Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.	what do you think of the price of it ?	4	none
3477	Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.	what do you think of the anecdotes of it ?	4	none
3477	Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.	what do you think of the food of it ?	0	positive
3477	Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.	what do you think of the ambience of it ?	0	positive
3477	Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.	what do you think of the service of it ?	4	none
442	If that's a problem, go to McDonald's and destroy your insides.	what do you think of the price of it ?	4	none
442	If that's a problem, go to McDonald's and destroy your insides.	what do you think of the anecdotes of it ?	2	negative
442	If that's a problem, go to McDonald's and destroy your insides.	what do you think of the food of it ?	4	none
442	If that's a problem, go to McDonald's and destroy your insides.	what do you think of the ambience of it ?	4	none
442	If that's a problem, go to McDonald's and destroy your insides.	what do you think of the service of it ?	4	none
90	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	what do you think of the price of it ?	0	positive
90	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	what do you think of the anecdotes of it ?	4	none
90	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	what do you think of the food of it ?	0	positive
90	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	what do you think of the ambience of it ?	4	none
90	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	what do you think of the service of it ?	4	none
298	I've been here 3 times for lunch and it is one of my favorites in the city.	what do you think of the price of it ?	4	none
298	I've been here 3 times for lunch and it is one of my favorites in the city.	what do you think of the anecdotes of it ?	0	positive
298	I've been here 3 times for lunch and it is one of my favorites in the city.	what do you think of the food of it ?	4	none
298	I've been here 3 times for lunch and it is one of my favorites in the city.	what do you think of the ambience of it ?	4	none
298	I've been here 3 times for lunch and it is one of my favorites in the city.	what do you think of the service of it ?	4	none
1104	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	what do you think of the price of it ?	4	none
1104	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	what do you think of the anecdotes of it ?	4	none
1104	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	what do you think of the food of it ?	2	negative
1104	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	what do you think of the ambience of it ?	4	none
1104	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	what do you think of the service of it ?	4	none
2563	I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.	what do you think of the price of it ?	4	none
2563	I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.	what do you think of the anecdotes of it ?	4	none
2563	I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.	what do you think of the food of it ?	0	positive
2563	I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.	what do you think of the ambience of it ?	4	none
2563	I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.	what do you think of the service of it ?	4	none
1280	Always busy but fast moving.	what do you think of the price of it ?	4	none
1280	Always busy but fast moving.	what do you think of the anecdotes of it ?	4	none
1280	Always busy but fast moving.	what do you think of the food of it ?	4	none
1280	Always busy but fast moving.	what do you think of the ambience of it ?	3	conflict
1280	Always busy but fast moving.	what do you think of the service of it ?	4	none
2790	Too bad the food wasn't of the same heritage.	what do you think of the price of it ?	4	none
2790	Too bad the food wasn't of the same heritage.	what do you think of the anecdotes of it ?	4	none
2790	Too bad the food wasn't of the same heritage.	what do you think of the food of it ?	2	negative
2790	Too bad the food wasn't of the same heritage.	what do you think of the ambience of it ?	4	none
2790	Too bad the food wasn't of the same heritage.	what do you think of the service of it ?	4	none
323	The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.	what do you think of the price of it ?	4	none
323	The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.	what do you think of the anecdotes of it ?	4	none
323	The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.	what do you think of the food of it ?	3	conflict
323	The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.	what do you think of the ambience of it ?	4	none
323	The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.	what do you think of the service of it ?	2	negative
24	Sexy.	what do you think of the price of it ?	4	none
24	Sexy.	what do you think of the anecdotes of it ?	0	positive
24	Sexy.	what do you think of the food of it ?	4	none
24	Sexy.	what do you think of the ambience of it ?	4	none
24	Sexy.	what do you think of the service of it ?	4	none
1891	The food was really good, I had the onion soup and it was one of the best ever.	what do you think of the price of it ?	4	none
1891	The food was really good, I had the onion soup and it was one of the best ever.	what do you think of the anecdotes of it ?	4	none
1891	The food was really good, I had the onion soup and it was one of the best ever.	what do you think of the food of it ?	0	positive
1891	The food was really good, I had the onion soup and it was one of the best ever.	what do you think of the ambience of it ?	4	none
1891	The food was really good, I had the onion soup and it was one of the best ever.	what do you think of the service of it ?	4	none
2417	I will have to say, this Bengali Fast Food joint is clearly my favorite.	what do you think of the price of it ?	4	none
2417	I will have to say, this Bengali Fast Food joint is clearly my favorite.	what do you think of the anecdotes of it ?	0	positive
2417	I will have to say, this Bengali Fast Food joint is clearly my favorite.	what do you think of the food of it ?	4	none
2417	I will have to say, this Bengali Fast Food joint is clearly my favorite.	what do you think of the ambience of it ?	4	none
2417	I will have to say, this Bengali Fast Food joint is clearly my favorite.	what do you think of the service of it ?	4	none
2980	I'm not picky - but it was actually gross.	what do you think of the price of it ?	4	none
2980	I'm not picky - but it was actually gross.	what do you think of the anecdotes of it ?	4	none
2980	I'm not picky - but it was actually gross.	what do you think of the food of it ?	2	negative
2980	I'm not picky - but it was actually gross.	what do you think of the ambience of it ?	4	none
2980	I'm not picky - but it was actually gross.	what do you think of the service of it ?	4	none
3451	overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.	what do you think of the price of it ?	0	positive
3451	overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.	what do you think of the anecdotes of it ?	0	positive
3451	overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.	what do you think of the food of it ?	4	none
3451	overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.	what do you think of the ambience of it ?	4	none
3451	overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.	what do you think of the service of it ?	4	none
1551	Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.	what do you think of the price of it ?	4	none
1551	Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.	what do you think of the anecdotes of it ?	4	none
1551	Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.	what do you think of the food of it ?	4	none
1551	Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.	what do you think of the ambience of it ?	2	negative
1551	Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.	what do you think of the service of it ?	0	positive
3146	Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.	what do you think of the price of it ?	4	none
3146	Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.	what do you think of the anecdotes of it ?	4	none
3146	Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.	what do you think of the food of it ?	3	conflict
3146	Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.	what do you think of the ambience of it ?	4	none
